["Markets Main", "That said, a slow and steady launch for Shenzhen stocks and bond market trading may be what Beijing wants. The start of a similar trading link with the Shanghai stock exchange in 2014 was followed within months by a stock buying frenzy as state media encouraged investors to dive into the stock market, ending in an enormous crash. Regulators could be forgiven for hoping for less excitable investors this time around.  Write to Gregor Stuart Hunter at gregor.hunter@wsj.com, Anjie Zheng at Anjie.Zheng@wsj.com and Rachel Rosenthal at Rachel.Rosenthal@wsj.com \n              {{summary.headline}}\n             THANKS FOR READING The Wall Street Journal Continue Reading Your Article With a WSJ Membership Copyright \u00a92017 Dow Jones & Company, Inc. All Rights Reserved."]
["Central Banks", "Jerome Powell Sworn In as Federal Reserve Chairman - WSJ"]
["Politics and Policy", "Trump\u2019s Budget Would Cut EPA Funding By 31%, Eliminate Programs for Waterway Cleanup - WSJ"]
["World News", "U.S. Cautioned at Security Council Meeting Over Iran, North Korea  - WSJ"]
["Life & Style", "\n    In NCAA Championship, Beware of Free-Range Big Men - WSJ\n   In NCAA Championship, Beware of Free-Range Big Men The clash between Villanova and Michigan represents the next phase of the 3-pointer movement. Their 3-pointers don\u2019t all originate from dynamic guards. Many come from the biggest people on the court.  Michigan's Moritz Wagner takes a 3-pointer against Loyola. Photo: Travis Heying/Zuma Press By \nJared Diamond\n and  \nRachel Bachman\n  San Antonio  In the days leading up to his team\u2019s Final Four matchup against Villanova and its turbocharged offense, Kansas coach Bill Self sought out some advice. He texted his West Virginia counterpart, Bob Huggins, whose Mountaineers had just surrendered 90 points in a Sweet 16 loss to the seemingly unstoppable Wildcats. Self hoped for any nugget of wisdom. \u201cHe...\n  San Antonio  In the days leading up to his team\u2019s Final Four matchup against Villanova and its turbocharged offense, Kansas coach Bill Self sought out some advice. He texted his West Virginia counterpart, Bob Huggins, whose Mountaineers had just surrendered 90 points in a Sweet 16 loss to the seemingly unstoppable Wildcats. Self hoped for any nugget of wisdom. \u201cHe said, \u2018You better hope Spellman doesn\u2019t shoot the ball well,\u2019\u201d Self recalled. Right on cue, Omari Spellman sank two 3-pointers in the first four minutes of the game. The Wildcats won by 16. "]
["Life & Style", "In other words, 3-point shooting played an integral role in determining which programs survived the madness of March to reach Monday night\u2019s national title game. This shouldn\u2019t come as a surprise. Modern basketball revolves around the three, a paradigm shift taking over the professional and college ranks. But this clash between Villanova and Michigan represents the next phase of that movement. Their 3-pointers don\u2019t all originate from the expected sources, dynamic guards in the mold of Stephen Curry and James Harden. Many come from the biggest people on the court, outside-shooting giants who create matchup nightmares for under-equipped defenses. For the Wildcats, that means Spellman, the player who worried Huggins and Self. Spellman stands nearly 6-foot-10, making him the tallest player in Villanova\u2019s primary rotation. He has connected on 44% of his threes this year, the best mark on a team that set a men\u2019s Division I record for 3-pointers made in a single season. The Wolverines\u2019 threat is perhaps even scarier: Moritz Wagner, a 6-foot-11 German with a Dirk Nowitzki-type game, who paces the Wolverines with a 3-point field-goal percentage of about 40%. He scored 24 points and hit two key 3-pointers down the stretch against Loyola-Chicago on Saturday, sealing the victory that sent Michigan to within 40 minutes of its first title since 1989. Lots of teams have players who can shoot threes in 2018. Not many have a big man who can shoot threes. Michigan and Villanova both have one. "]
["Life & Style", "\u201cIt\u2019s invaluable,\u201d Villanova coach Jay Wright said. \u201cIt\u2019s the toughest thing to guard.\u201d It\u2019s not difficult to see why. Wagner and Spellman put opposing defenses in a near-impossible quandary: trying to find someone tall enough to stop them from dominating inside but athletic enough to keep them off the 3-point arc. That explains why, at their respective news conferences Sunday, both Wright and Michigan coach John Beilein referenced not Curry as the progressive trendsetter changing the fabric of basketball, but instead another Golden State Warrior: Draymond Green, the 6-foot-7 versatile swingman who often acts as a center in a smaller Warriors lineup\u2014a player, Beilein said, who can \u201cdo everything.\u201d \u201cIt\u2019s a great concept,\u201d Beilein said. \u201cIt doesn\u2019t mean we can stop it.\u201d While many big men in America still stick to banging bodies in the post, sharpshooting big men have been big in Europe for years, said Michigan assistant coach DeAndre Haynes, who played on pro teams there from 2006 to 2012.  \u201cEvery big man I think I played with over there, they would shoot the \u20183\u2019 ball,\u201d Haynes said. \u201cThat\u2019s what made the game a little harder over there. You really had to adjust to it.\u201d  Increasingly, American coaches are embracing the advantage of tall shooters. While coaching at West Virginia in the mid-2000s, Beilein had Kevin Pittsnogle, a beefy 6-foot-11 center with 3-point range. Wagner is the natural progression from players like that\u2014\u201cthinned down, eating healthier, a little more skilled,\u201d Wright said."]
["Life & Style", "Omari Spellman of the Villanova Wildcats attempts a jump shot against the West Virginia Mountaineers.Photo: Elsa/Getty Images Players listed at 6-foot-9 or taller made 4,806 3-pointers this season, the most since at least 1996-97, according to data from Stats LLC. That\u2019s almost 1,000 more than last season and close to 2,000 more than five years ago. These taller players\u2019 .342 3-point shooting percentage is the highest in the sport since 2007\u2014when those players attempted 5,700 fewer shots than this season. \u201cYou see it in the NBA, you see it in college,\u201d Haynes said. A lot of guys in high school right now are starting to do it.\u201d No player embodies that idea more than Wagner, who said that despite his height, he wanted to be a guard as a child, so he \u201calways shot threes.\u201d He scored 21 points and made all three of his threes against Texas A&M in the Sweet 16 and then exploded against Loyola. The Ramblers revamped their schemes for Wagner, but nothing worked. When they kept their center on Wagner, he utilized his guard-like quickness and shooting ability. When they switched to a smaller defender, it left the inside open, allowing Wagner to control the glass, resulting in 15 rebounds, including six on the offensive end. Granted, Loyola is smaller and doesn\u2019t have the weapons Villanova has. But even Wildcats guard Phil Booth admitted, \u201cWe never really guard a five-man like Wagner.\u201d"]
["Life & Style", "Then again, Michigan hasn\u2019t seen many big men like Spellman, who lost about 50 pounds after arriving at Villanova last season, enabling him to be a consistent threat from the outside. Haynes said he told Wagner, \u201cIt\u2019s going to be like you\u2019re guarding yourself.\u201d Welcome to basketball in 2018: Everybody shoots threes. \u201cThe game is starting to evolve,\u201d Haynes said \u201cYou see guys that are more athletic, more bigs stepping out to shoot threes, making a team a lot more dangerous.\u201d  Write to Jared Diamond at jared.diamond@wsj.com and Rachel Bachman at rachel.bachman@wsj.com \n              {{summary.headline}}\n             THANKS FOR READING The Wall Street Journal Continue Reading Your Article With a WSJ Membership Copyright \u00a92017 Dow Jones & Company, Inc. All Rights Reserved."]
["Europe News", "Emmanuel Macron Takes Regal Approach to French Presidency - WSJ"]
["Heard on the Street", "Good News: China Is Making Less Useless Stuff - WSJ"]
["Europe News", "Nobel Peace Prize Winner Absent From Ceremony - WSJ"]
["Technology", "\n    Cheaper Rivals Eat Away at Apple Sales in China  - WSJ\n   Cheaper Rivals Eat Away at Apple Sales in China  Upstarts like Oppo challenge the tech giant in the world\u2019s largest smartphone market Apple is finding it hard to hold on to its slice of the Chinese smartphone market as the global giant faces tough competition from several homegrown brands -- Huawei, Oppo, Vivo and Xiaomi. Photo: Huawei/Oppo/Vivo/Xiaomi By \nEva Dou\n JINAN, China\u2014The walls of the train station in this eastern metropolis are papered with reminders of Apple Inc.\u2019s challenge in China. The terminal is blanketed with giant green Oppo Electronics Corp. ads showing a young starlet clutching a sleek Chinese phone. Ads like these have swept across much of the country in the past year\u2014they are visible in bus terminals, subways and shopping malls as well\u2014helping make the homegrown Oppo brand a huge hit. JINAN, China\u2014The walls of the train station in this eastern metropolis are papered with reminders of\n            Apple\n Inc.\u2019s\n      challenge in China. The terminal is blanketed with giant green Oppo Electronics Corp. ads showing a young starlet clutching a sleek Chinese phone. Ads like these have swept across much of the country in the past year\u2014they are visible in bus terminals, subways and shopping malls as well\u2014helping make the homegrown Oppo brand a huge hit."]
["Technology", "On Tuesday, Apple said its fiscal first-quarter sales rose in every region except for China, Hong Kong and Taiwan. On a call with investors, Chief Executive Tim Cooksaid there were challenges. It was the fourth consecutive quarter in which Greater China was Apple\u2019s worst-performing region. Apple said its Greater China sales fell 12% to $16.2 billion for the quarter ended Dec. 31, compared with 14% growth a year earlier.  Its performance in the region dragged Apple\u2019s global sales growth to 3%, despite 9% growth in the Americas. Mr. Cook said that without a currency impact, the drop in mainland China would have been 6%. China\u2019s smartphone boom helped drive Apple\u2019s growth for several years, but now Chinese companies such as Oppo and Huawei Technologies Co. are offering handsets that are cheaper and nearly as sophisticated as iPhones. China\u2019s smartphone market, the world\u2019s largest, is brutally competitive and fickle: When Hugo Barra left Xiaomi Corp. last month to return to Silicon Valley, the company he touted a couple of years ago as China\u2019s next big thing had fallen from first to fourth in the sales rankings.  Apple\u2019s sales in the region were also hampered by the limited visual difference between iPhone 6S and iPhone 7, Counterpoint Research analyst James Yan said. With lower average disposable income than western shoppers, Chinese consumers are less eager to splurge on an expensive new phone that could be mistaken for an older one.  \u201cChinese consumers now have many other options,\u201d Mr. Yan said. "]
["Technology", "At least four homegrown companies are selling more handsets than Apple in China: Oppo, Vivo, Huawei and Xiaomi.  Oppo and sister brand Vivo have climbed to the top of China\u2019s smartphone market by copying a page from\n            Samsung Electronics\n Co.\u2019s\n      playbook, blanketing target markets with soft-lit ads featuring popular celebrities. Oppo\u2019s market share in the third quarter was 17.5% and Vivo\u2019s was 16.7%, according to market research firm IDC. Zhang Dong, a 34-year-old Jinan resident, said he bought a Vivo phone last year because it was a good deal. \u201cApple phones are too expensive,\u201d he said. \u201cIf I don\u2019t buy Vivo, I\u2019ll probably buy Huawei.\u201d Mr. Zhang is the kind of customer that Apple is seeking: Residents of China\u2019s second-tier cities who are currently using domestic brands. Half of Apple\u2019s iPhone sales in China consist of first-time buyers or \u201cswitchers\u201d who previously used other brands, Mr. Cook said Tuesday. Huawei reached double-digit market share globally for the first time, accounting for one in 10 smartphones sold in the world-wide in the fourth quarter, according to Strategy Analytics. It is a sign of how competitive China\u2019s smartphone market is that the company once heralded as China\u2019s Apple now ranks fourth. Xiaomi remains a solid contender, though it has been outshone lately by rivals. Just three years ago, it was the country\u2019s leading smartphone vendor with a valuation of $46 billion, making it the world\u2019s most valuable startup at the time."]
["Technology", "Xiaomi shook up China\u2019s smartphone market when it started selling handsets that could compete with iPhones for less than half the cost; the company also used online \u201cfan clubs\u201d to promote purchases. Although it became a niche favorite this way, more traditional companies like Oppo found favor with mainstream consumers by building out vast networks of brick-and-mortar stores where customers could try phones before buying them. Xiaomi now ranks fourth in China\u2019s smartphone market. \u201cThe online channel is reaching its glass ceiling,\u201d said Canalys analyst Nicole Peng. She said Xiaomi needs to focus this year on developing its Chinese sales channels instead of expanding internationally. Last year, Xiaomi said it was putting more effort into traditional retail channels. China remains an important market for Apple, as it contributes 20.7% of its revenue and is the location for the bulk its manufacturing facilities. The logo looms from an Apple store in Beijing last year. Photo: Associated Press Despite its market-share decline in China, analysts say Apple still captures the lion\u2019s share of profits for the sector in the country and globally. World-wide, Apple earned 91% of smartphone operating profits in the third quarter, versus 2.4% for Huawei and 2.2% each for Oppo and Vivo, according to Strategy Analytics. Eight is a lucky number in China, and analysts say the company may fare better in China with its follow-up to the iPhone 7, which is expected to come with major improvements for the 10th anniversary of the product line."]
["Technology", "Some Chinese consumers and investors were also cautiously optimistic about Apple.  \u201cThere weren\u2019t many changes in the iPhone 7,\u201d said a 31-year-old man surnamed Li as he watched a video on his iPhone 6 Plus in Jinan\u2019s central Spring City Square on Tuesday. \u201cBut I may get the next one.\u201d \u201cWe remain cautiously optimistic on China for the iPhone 8 cycle, as our recent survey still shows the brand is aspirational (and 8 is a lucky number),\u201d wrote UBS in a research note on Jan. 24.  \u2014Tripp Mickle in San Francisco and Wayne Ma in Beijing contributed to this article.   Write to Eva Dou at eva.dou@wsj.com \n              {{summary.headline}}\n             THANKS FOR READING The Wall Street Journal Continue Reading Your Article With a WSJ Membership Copyright \u00a92017 Dow Jones & Company, Inc. All Rights Reserved."]
["Heard on the Street", "\n    How Alibaba Uses Videos to Keep Shoppers Clicking  - WSJ\n   How Alibaba Uses Videos to Keep Shoppers Clicking  Chinese ecommerce giant finds way to leverage celebrity videos to boost sales  People ride a bicycle past Alibaba\u2019s headquarters on the outskirts of Hangzhou, Zhejiang Province, in China.Photo: aly song/Reuters By \nJacky Wong\n  Alibaba Group Holding\u2019s latest trick to keep users shopping: melding videos with commerce. The China\u2019s ecommerce giant reported another stellar set of quarterly results Thursday. Revenue grew 60% from a year ago\u2014the fastest since the company was listed in New York in 2014. Partly that is because of acquisitions, including video websiteYouku Tudou and Southeast Asian ecommerce firm Lazada. Sales at its core China ecommerce business grew a healthy 41% from the year-earlier period. \nAlibaba Group Holding\n\u2019s\n      latest trick to keep users shopping: melding videos with commerce. The China\u2019s ecommerce giant reported another stellar set of quarterly results Thursday. Revenue grew 60% from a year ago\u2014the fastest since the company was listed in New York in 2014. Partly that is because of acquisitions, including video websiteYouku Tudou and Southeast Asian ecommerce firm Lazada. Sales at its core China ecommerce business grew a healthy 41% from the year-earlier period. Different from\n            Amazon.com\n,\n      Alibaba makes most of its money not by directly selling goods to customers, but by charging online shops for advertising on its Taobao app. Alibaba wants users to spend as much time as possible inside the app, so it has added more entertaining content, especially videos, which has proved to be a hit."]
["Heard on the Street", "Get financial insights and commentary on global investing from The Wall Street Journal\u2019s Heard on the Street team. Subscribe to the podcast. Shoppers watch live make-up tutorials or gadget reviews, hosted by internet celebrities paid by online shops to promote their products. Translation for American internet users: It is like putting influencer marketing videos from YouTube or\n            Facebook\n            \n      inside Amazon. Through putting more content into the app, Alibaba has managed to generate more revenue per dollar of goods transacted. Apart from using videos to sell goods, Alibaba is also trying to make more money from\n            Netflix\n            \n      -styled subscriptions through Youku Tudou. There, Alibaba is much less successful. That segment has been losing money and is likely to keep bleeding as it invests in original content. Alibaba\u2019s two biggest rivals, Baidu and Tencent, are also investing heavily in the area. Baidu\u2019s iQiyi, which has struck a deal to distribute some of Netflix\u2019s original shows in China, intends to double its investment in original video content this year. But at least Alibaba has found a way to turn some kinds of videos into cash.  Write to Jacky Wong at JACKY.WONG@wsj.com"]
["Heard on the Street", "\n              {{summary.headline}}\n             THANKS FOR READING The Wall Street Journal Continue Reading Your Article With a WSJ Membership Copyright \u00a92017 Dow Jones & Company, Inc. All Rights Reserved."]
["Art Review", "\n    A Buoyant Biennale - WSJ\n   A Buoyant Biennale Many of the national pavilions at this year\u2019s Venice Biennale ask unsettling questions about the state of the world. Awakening/Getty Images Moira Hodgson  Venice     At the German pavilion of Venice\u2019s 57th Biennale, two Doberman Pinschers are on patrol behind a heavy metal fence. Inside the building, visitors...\n  Venice   At the German pavilion of Venice\u2019s 57th Biennale, two Doberman Pinschers are on patrol behind a heavy metal fence. Inside the building, visitors walk over a plate-glass floor, an experience all the more unsettling because young people in black athletic gear are trapped below in sanitized rooms strewn with manacles, mattresses, bars of soap, and steel dog bowls. Accompanied by a pulsing electronic soundtrack or mournful chanting, their faces are emotionless as they crawl along the floor, climb up and fall back.  This chilling dystopia is a performance piece called \u201cFaust\u201d by German artist Anne Imhof. It\u2019s riveting, disturbing and a challenge to watch. You want to turn away but can\u2019t. Deservedly it won the Venice Biennale\u2019s first prize, the Golden Lion, and attracted large crowds. Mark Bradford\u2019s installation in the American pavilionPhoto: Mirco Toniolo/Ropi/ZUMA Press Thought-provoking work is what you come for at the Biennale, and it\u2019s always a thrill to wander through the myriad exhibits. This year there are 86 national pavilions, either in the Giardini park or off site, many in palazzi not normally open to the public. The exhibition in the Arsenale, \u201cViva Arte Viva,\u201d is curated by Christine Macel,  director of Paris\u2019s Centre Georges Pompidou. "]
["Art Review", "While the last Biennale was bleak and overtly political, Ms. Macel\u2019s show is more buoyant. Exhibits fill the red-brick Arsenale shipyard, which has been divided into nine sections under themes with names such as \u201cPavilion of Joys and Fears\u201d and \u201cPavilion of Shamans.\u201d The works include conceptual art, film, photography, video, textiles, sculpture, painting and live performance. You can even bring your clothes to be repaired by Paris-based Taiwanese artist Lee Mingwei,  who attaches them by a string to a wall of colored reels.  Many of the national pavilions ask unsettling questions about the state of the world, in particular the refugee crisis and political oppression. The Tunisian pavilion makes a point by showing no art at all but putting up kiosks where an \u201cofficial\u201d issues \u201cuniversal passports.\u201d In the Russian pavilion the work of several artists is shown, bringing together art, video and sound. Grisha Bruskin has created stark, terrifying landscapes filled with tiny, ghostly sculpted figures. In one, a double-headed eagle looms over a crowd marching with raised fists; in another, lines of faceless soldiers spy through binoculars. Anne Imhof\u2019s installation at the German pavilionPhoto: Giacomo Cosua/NurPhoto/ZUMA Pres Being black, gay and liberal, Mark Bradford at the U.S. pavilion has said he finds himself representing a country that no longer represents him. He\u2019s littered the outside with rubble, and getting past the door you must squeeze around a huge object hanging above your head. He wants you to feel oppressed. You do. "]
["Art Review", "One of the themes of \u201cArte Viva Arte\u201d is the artist\u2019s well-being, so you are greeted at the Arsenale by photographs of Austrian sculptor Franz West having a good nap. This is amusing, but as I continued through the displays of embroideries, woven books, bales of colored wool, hanging sneakers acting as flowerpots, and the like, I began to feel I was at an arts-and-crafts fair. One installation comes perilously close to exploitation: Ernesto Neto\u2019s huge gold-mesh tent where members of a Brazilian rainforest tribe sing and chant. Come and watch the natives!  Vajiko Chachkhiani\u2019s installation in the Georgian pavilion Photo: Getty Images While much of this year\u2019s show is weak, some exhibits left an indelible impression. One is the old wooden house, abandoned in a Georgian mountain village, that Vajiko Chachkhiani has erected here. Through its grimy windows you can make out a table set with plates and glasses; a tin washing bowl decorated with large flowers is placed on a chair near a bed. Indoors, a steady rain pours down over everything. It is beautiful but bleak, conveying a feeling of hopelessness, like a scene from Gorky\u2019s \u201cLower Depths.\u201d  Outside the Biennale, a majestic Philip Guston show at the Accademia connects his work to the poetry of T.S. Eliot, W.B. Yeats and others. An installation at the Cini Foundation offers a valuable insight into the techniques of Robert Rauschenberg and Andy Warhol as they created their very first silkscreens. Mark Tobey\u2019s retrospective at the Guggenheim shows, among other works, his webs of white writing traceries."]
["Art Review", "One of Damien Hirst\u2019s works in \u2018Treasures From the Wreck of the Unbelievable\u2019Photo: Mirco Toniolo/Ropi/ZUMA Press  Damien Hirst\u2019s two mega-exhibitions, \u201cTreasures From the Wreck of the Unbelievable,\u201d are audacious and clever, but ultimately exhausting. The black headless giant that fills several floors in the courtyard of the Palazzo Grassi is powerful, but in the Punta della Dogana where I looked at more and more of his finely crafted renderings of fictional Egyptian heads, Greek armor, gold coins and barnacle-encrusted statues, I found myself wondering where the gift shop was. But, of course, this is the gift shop\u2014if you are a billionaire. As I walked around Venice, a weird androgynous, middle-aged couple with shaved heads and heavy makeup kept popping up, giving out big smiles as they strolled hand-in-hand. They wore identical clothes\u2014high heels, orange tutus and boleros\u2014and carried white lace parasols and handbags. The couple, a man and a woman from Berlin known as Eva and Adele, consider themselves to be walking artworks. This is what the Venice Biennale is all about, for better and for worse. \u2014Ms Hodgson is the author of \u201cIt Seemed Like a Good Idea at the Time: My Adventures in Life and Food\u201d (Nan A. Talese/Doubleday). \n              {{summary.headline}}\n             THANKS FOR READING The Wall Street Journal Continue Reading Your Article With a WSJ Membership Copyright \u00a92017 Dow Jones & Company, Inc. All Rights Reserved."]
["Politics and Policy", "Senate Poised for First Vote in Obamacare Repeal Effort  - WSJ"]
["Middle East News", "About 3,000 Expected to Evacuate Besieged Syrian Town Sunday - WSJ"]
["Middle East News", "Five Things to Know About the Battle Against Islamic State in Mosul - WSJ"]
["Politics and Policy", "Donald Trump Warns on House Republican Tax Plan  - WSJ"]
["The Outlook", "Republicans\u2019 Tax Overhaul Likely to Face Its Own Slings and Arrows  - WSJ"]
["Heard on the Street", "\n    Why Macron\u2019s Win Is Good for Europe\u2019s Worst-Off Banks  - WSJ\n   Why Macron\u2019s Win Is Good for Europe\u2019s Worst-Off Banks  Bank stocks reflect chances of stronger backstop for all eurozone lenders  Five of the eurozone\u2019s nine biggest banks by assets, such as BNP Paribas pictured, are French.Photo: gonzalo fuentes/Reuters By \nPaul J. Davies\n  Emmanuel Macron\u2019s victory as French president should be good news for all European banks\u2014not just those in France, but Greek and Italian ones, too. Victory for a mainstream candidate in France squashes the biggest political risk: the breakup of the eurozone threatened by far-right leader Marine Le Pen. But European bank stocks got most of the gains two weeks ago when that risk faded after the first round of the French vote. Investors...\n  Emmanuel Macron\u2019s victory as French president should be good news for all European banks\u2014not just those in France, but Greek and Italian ones, too. Victory for a mainstream candidate in France squashes the biggest political risk: the breakup of the eurozone threatened by far-right leader Marine Le Pen. But European bank stocks got most of the gains two weeks ago when that risk faded after the first round of the French vote. Investors are now focused on the next step: that is, the ability of the strongly pro-Europe Mr. Macron, a former investment banker, to strengthen the German-French partnership at the heart of Europe and knit the whole bloc more tightly together."]
["Heard on the Street", "Immediately after Emmanuel Macron assumes the French presidency, he will face another challenge that will determine his authority for the next five years: the June legislative elections. Photo: Benoit Tessier/Reuters Banking union is the thing that matters most for banks and their investors. This is the common legal and licensing framework that would allow lenders to collect deposits, make loans and sell other financial services seamlessly across borders. It doesn\u2019t exist today, so a French euro is, in practice, still not fully interchangeable with a German, Italian or Greek one. Banking union could improve flows of capital around Europe. It should also help consolidate thousands of smaller lenders and aid efficiency. But the most important thing it would do, according to Dirk Schoenmaker,  senior fellow at the think-tank Bruegel,  is give a better foundation to the whole financial system\u2014and thus the eurozone itself\u2014before another crisis. The eurozone has a single bank supervisor and regulatory rule book, but it doesn\u2019t have a single deposit-insurance program or a single tax-funded backstop if things go wrong. That means banks and banking systems are always still national in death\u2014which is like each U.S. state having to manage its own bank failures alone no matter how large. France has a big interest in leading on this issue. After all, of the eurozone\u2019s nine biggest banks by assets, five are French, according to S&P Global Market Intelligence."]
["Heard on the Street", "The obstacle is Europe\u2019s \u20ac1 trillion ($1.1 trillion) bad-debt pile and its concentration in Italy, Greece and Portugal. Northern European politicians and especially German ones reel from the idea of putting their taxpayers\u2019 cash at risk across borders and never will before this problem is cleaned up. Get financial insights and commentary on global investing from The Wall Street Journal\u2019s Heard on the Street team. Subscribe to the podcast.  One way around this would be to a two-speed Europe: one where full banking union becomes a reality for those countries that are ready. Spain might make it in, Italy might not. Others see this as unrealistic and divisive. They say the only solution is to allow Italy to do what Ireland and Spain did and use public money to fund a bad-loan clear-out. The risk of not sorting out weak banking nations is that the eurozone becomes two-speed by default as countries with strong banks enjoy better access to capital and stronger economic growth, increasing the eurozone\u2019s political strains. Greek and Italian bank stocks rose Monday morning, as investors bet that Mr. Macron recognizes this. But he must convince Germany, too.  Write to Paul J. Davies at paul.davies@wsj.com  \n              {{summary.headline}}\n             THANKS FOR READING The Wall Street Journal Continue Reading Your Article With a WSJ Membership Copyright \u00a92017 Dow Jones & Company, Inc. All Rights Reserved."]
["Journal Reports: Leadership", "Dubai Aims to Be the Transportation City of Tomorrow - WSJ"]
["Health Policy", "\n    House GOP Releases Plan to Repeal, Replace Obamacare  - WSJ\n   House GOP Releases Plan to Repeal, Replace Obamacare  Proposed legislation would dismantle much of Affordable Care Act, create refundable tax credit tied to age and income   House Republicans took a step toward repealing and replacing Obamacare Monday, releasing their new 'American Health Care Act' plan. WSJ's Shelby Holliday has the details. Photo: Reuters By \nStephanie Armour\n,  \nKristina Peterson\n and  \nMichelle Hackman\n House Republicans on Monday released a detailed proposal that marks their first attempt in the new Congress to unite fractious GOP members behind a plan to replace the Affordable Care Act and deliver on a central campaign promise by Republicans. The proposed legislation would dismantle much of the 2010 law known as Obamacare and create a new tax credit tied to an individual\u2019s age and income, aimed at helping Americans buy insurance if they don\u2019t get it at work. House Republicans on Monday released a detailed proposal that marks their first attempt in the new Congress to unite fractious GOP members behind a plan to replace the Affordable Care Act and deliver on a central campaign promise by Republicans. The proposed legislation would dismantle much of the 2010 law known as Obamacare and create a new tax credit tied to an individual\u2019s age and income, aimed at helping Americans buy insurance if they don\u2019t get it at work."]
["Health Policy", "It is unclear how much the plan will cost or how many people could potentially lose health insurance under the changes as the proposal doesn\u2019t provide an estimate.  Capital Journal is WSJ.com\u2019s home for politics, policy and national security news. The proposed plan would end the requirement that most Americans have health coverage or pay a penalty, a provision long derided by Republicans, and a mandate that larger employers provide health insurance to workers. It also would repeal most of the health law\u2019s taxes starting in 2018 and freeze funding in 2020 for the 31 states that expanded Medicaid under the law. The bill is a political gamble for House Republican leaders. The party and President Donald Trump ran for office on promises to repeal and replace the health law. Republicans have said their plan is aimed at decreasing costs and boosting choice for consumers. But to do so, their proposals would likely provide coverage for far fewer people than the ACA, according to a number of research reports. \u201cWorking together, this unified Republican government will deliver relief and peace of mind to the millions of Americans suffering under Obamacare,\u201d said House Speaker Paul Ryan. \u201cTrumpcare doesn\u2019t replace the Affordable Care Act, it forces millions of Americans to pay more for less care,\u201d said Senate Minority Leader Chuck Schumer (D., N.Y.) Earlier versions included provisions opposed by both conservative and centrist Republicans, whose support for the now-altered bill will be crucial. House Republican leaders hope the package will be passed by Congress by mid-April."]
["Health Policy", "Mr. Trump praised the bill on Tuesday morning, writing on\n            Twitter\n,\n      \u201cOur wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster\u2014is imploding fast!\u201d In a statement Monday night, White House press secretary Sean Spicer called the bill \u201can important step toward restoring health care choices and affordability back to the American people.\u201d \u201cPresident Trump looks forward to working with both Chambers of Congress to repeal and replace Obamacare,\u201d Mr. Spicer said.  The legislation would provide tax credits to people who don\u2019t get coverage through their job, replacing the subsidies the ACA gave to a narrower set of lower-income people to help them afford insurance policies. The ACA subsidies are also tax credits\u2014advance credits paid to insurance companies to lower the cost of health-insurance premiums.  The proposal wouldn\u2019t kill the ACA\u2019s exchanges where people can obtain insurance, but far fewer people are expected to use them because the subsidies that reduce premium costs would no longer exist. Those subsidies are only available now to people who obtain coverage through the state and federal ACA exchanges. The refundable tax credits have been a thorny issue for Republicans. Conservative Republicans vowed not to support an earlier draft that would have provided the tax credits regardless of income."]
["Health Policy", "Under the House GOP proposal released Monday, the refundable tax credits would be tied to age, with people under 30 eligible for a credit of $2,000 a year, increasing steadily to $4,000 for those over 60. The size of a tax credit would grow with the size of a family, but would be capped at $14,000. To assuage the concern among conservative lawmakers that the credits would be available to wealthy Americans, the tax credits would start to shrink for individuals making more than $75,000 or households making more than $150,000. For every $1,000 in income over $75,000, the tax credit would be reduced by $100. In a sign GOP leaders\u2019 changes may have assuaged some conservative concerns, Republican Study Committee Chairman Mark Walker (R., N.C.) said in a statement Monday night that the bill reflects \u201cthe right direction.\u201d Mr. Walker, who had opposed an earlier version of the bill, said his group of conservative lawmakers would meet Tuesday evening to review it closely. In a provision sure to draw resistance from moderate Republicans in the Senate, the House proposal would bar federal funding for the Planned Parenthood Federation of America, which provides reproductive-health services to women. The bill also maintains the ACA\u2019s Medicaid expansion temporarily. Sixteen Republican governors lead states that chose to expand Medicaid under funding provided by the health law, and they have been pressuring GOP leaders not to repeal the extended federal funding outright."]
["Health Policy", "The GOP plan aims to appease their concerns by leaving the expansion untouched through the end of 2019. After that, funding would begin to be reduced in an attempt to make up for the revenue lost by repealing the taxes contained in the existing health law. Beginning in January 2020, the federal government would transition into a system in which a set amount of funding would be sent to the states each year. The move is expected to save the federal government significant money over time but could result in fewer people having insurance coverage. Bruce Siegel, president and chief executive officer of America\u2019s Essential Hospitals, an association of public and nonprofit hospitals, urged Congress to wait for a Congressional Budget Office evaluation, or score, of the bill before taking action. \u201cWithout a CBO score, there are too many unknowns and too great a risk of coverage losses without affordable alternatives for many Americans,\u201d he said. Republican Sens. Rob Portman of Ohio, Lisa Murkowski of Alaska, Cory Gardner of Colorado and Shelley Moore Capito of West Virginia sent a letter Monday to Senate Majority Leader Mitch McConnell (R., Ky.) expressing concerns over the House\u2019s approach to overhauling the Medicaid program in an earlier draft of the bill. \u201cWe believe Medicaid needs to be reformed, but reform should not come at the cost of disruption in access to health care for our country\u2019s most vulnerable and sickest individuals,\u201d the four lawmakers wrote."]
